pair_id,audio_file,transcript_file,speaker_id,speaker_name,gender,age,dialect,governorate,transcript,normalized_text,audio_processed,segmented,aligned,alignment_score,source,language,country,remarks,audio_valid,duration_sec,sample_rate,channels,bit_depth,rms,peak,silence_ratio,validation_message,exists,readable,utf8,empty,duplicated,characters,words,lines,status,message,transcript_valid,pair_valid,text_processed,text_status,processed_sample_rate,processed_duration,processing_status,issues,warnings,validation_status,dataset_type,segmentation_required,segmentation_decision,segments,segmentation_status,segment_validation,alignment_ready,preparation_status,alignment_status,alignment_validation,feature_extracted,feature_type,feature_file,feature_shape,feature_status,feature_message
PAIR_000043,IQ_000043.wav,IQ_000043.txt,,,,,,,والله مشاريع سياحية اذكرت بضيافة,والله مشاريع سياحية اذكرت بضيافة,True,False,False,1.0,,Arabic,Iraq,,True,4.412,16000,1,PCM_16,0.035139,0.223541,0.050926,OK,True,True,True,False,False,33,5,1,Valid,,True,True,True,Processed,16000,4.412,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000043.npy,"(39, 138)",Saved,Feature file saved successfully
PAIR_000044,IQ_000044.wav,IQ_000044.txt,,,,,,,فهذا هو تجربة اشاهدها في غابات الامازون قلت لها السياح الذي ياتي من الخارج,فهذا هو تجربة اشاهدها في غابات الامازون قلت لها السياح الذي ياتي من الخارج,True,False,False,1.0,,Arabic,Iraq,,True,5.334,16000,1,PCM_16,0.035468,0.288574,0.077018,OK,True,True,True,False,False,75,14,1,Valid,,True,True,True,Processed,16000,5.302,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000044.npy,"(39, 166)",Saved,Feature file saved successfully
PAIR_000045,IQ_000045.wav,IQ_000045.txt,,,,,,,يريدون ان يعيشوا نفس استجربة الناس الموجودين في المنطقة,يريدون ان يعيشوا نفس استجربة الناس الموجودين في المنطقة,True,False,False,1.0,,Arabic,Iraq,,True,3.652,16000,1,PCM_16,0.036321,0.307098,0.075404,OK,True,True,True,False,False,56,9,1,Valid,,True,True,True,Processed,16000,3.652,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000045.npy,"(39, 115)",Saved,Feature file saved successfully
PAIR_000046,IQ_000046.wav,IQ_000046.txt,,,,,,,قلت لهمو تبني لهم,قلت لهمو تبني لهم,True,False,False,1.0,,Arabic,Iraq,,True,2.126,16000,1,PCM_16,0.044492,0.335114,0.05662,OK,True,True,True,False,False,18,4,1,Valid,,True,True,True,Processed,16000,2.126,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000046.npy,"(39, 67)",Saved,Feature file saved successfully
PAIR_000047,IQ_000047.wav,IQ_000047.txt,,,,,,,فندق كونكريت واربع طوابق وعشر طوابق وماعرف شنو,فندق كونكريت واربع طوابق وعشر طوابق وماعرف شنو,True,False,False,1.0,,Arabic,Iraq,,True,4.278,16000,1,PCM_16,0.042709,0.2435,0.053486,OK,True,True,True,False,False,47,8,1,Valid,,True,True,True,Processed,16000,4.278,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000047.npy,"(39, 134)",Saved,Feature file saved successfully
PAIR_000048,IQ_000048.wav,IQ_000048.txt,,,,,,,لا بالعكس هم يردون يعيشون ببيت القصب هذا اللي عالمي طايف,لا بالعكس هم يردون يعيشون ببيت القصب هذا اللي عالمي طايف,True,False,False,1.0,,Arabic,Iraq,,True,5.059,16000,1,PCM_16,0.039455,0.330811,0.066231,OK,True,True,True,False,False,57,11,1,Valid,,True,True,True,Processed,16000,5.059,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000048.npy,"(39, 159)",Saved,Feature file saved successfully
PAIR_000049,IQ_000049.wav,IQ_000049.txt,,,,,,,ويتفاعلون ويتجا موسي ويصعدون علي ال..,ويتفاعلون ويتجا موسي ويصعدون علي ال..,True,False,False,1.0,,Arabic,Iraq,,True,2.991,16000,1,PCM_16,0.052085,0.34964,0.043923,OK,True,True,True,False,False,38,6,1,Valid,,True,True,True,Processed,16000,2.991,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000049.npy,"(39, 94)",Saved,Feature file saved successfully
PAIR_000050,IQ_000050.wav,IQ_000050.txt,,,,,,,زمال والحصان والمعرفة شنو,زمال والحصان والمعرفة شنو,True,False,False,1.0,,Arabic,Iraq,,True,2.567,16000,1,PCM_16,0.045642,0.337097,0.039419,OK,True,True,True,False,False,26,4,1,Valid,,True,True,True,Processed,16000,2.567,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000050.npy,"(39, 81)",Saved,Feature file saved successfully
PAIR_000051,IQ_000051.wav,IQ_000051.txt,,,,,,,فقلت لها احسن شي نفعله، نفعل الفندق بمجموعة بيوت قصاب,فقلت لها احسن شي نفعله، نفعل الفندق بمجموعة بيوت قصاب,True,False,False,1.0,,Arabic,Iraq,,True,3.952,16000,1,PCM_16,0.041753,0.372559,0.059258,OK,True,True,True,False,False,54,10,1,Valid,,True,True,True,Processed,16000,3.92,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000051.npy,"(39, 123)",Saved,Feature file saved successfully
PAIR_000052,IQ_000052.wav,IQ_000052.txt,,,,,,,ويمكن دفعهم اكثر.,ويمكن دفعهم اكثر.,True,False,False,1.0,,Arabic,Iraq,,True,2.017,16000,1,PCM_16,0.042089,0.283142,0.063151,OK,True,True,True,False,False,18,3,1,Valid,,True,True,True,Processed,16000,2.017,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000052.npy,"(39, 64)",Saved,Feature file saved successfully
PAIR_000053,IQ_000053.wav,IQ_000053.txt,,,,,,,احسن من خمس نجوم وهذه اجل قال لي انت تتحدث صدق,احسن من خمس نجوم وهذه اجل قال لي انت تتحدث صدق,True,False,False,1.0,,Arabic,Iraq,,True,4.235,16000,1,PCM_16,0.034405,0.29715,0.076446,OK,True,True,True,False,False,47,11,1,Valid,,True,True,True,Processed,16000,4.203,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000053.npy,"(39, 132)",Saved,Feature file saved successfully
PAIR_000054,IQ_000054.wav,IQ_000054.txt,,,,,,,انا اخذ فلوس من الخطار ماتي.. نسي الموضوع قلت له العالم,انا اخذ فلوس من الخطار ماتي.. نسي الموضوع قلت له العالم,True,False,False,1.0,,Arabic,Iraq,,True,4.226,16000,1,PCM_16,0.064003,0.527618,0.042579,OK,True,True,True,False,False,57,12,1,Valid,,True,True,True,Processed,16000,4.194,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000054.npy,"(39, 132)",Saved,Feature file saved successfully
PAIR_000055,IQ_000055.wav,IQ_000055.txt,,,,,,,لا اخويا خليك هاي شي نوباي راح يصير السياحة مالتنا خسارة,لا اخويا خليك هاي شي نوباي راح يصير السياحة مالتنا خسارة,True,False,False,1.0,,Arabic,Iraq,,True,3.814,16000,1,PCM_16,0.059501,0.466614,0.028415,OK,True,True,True,False,False,57,11,1,Valid,,True,True,True,Processed,16000,3.782,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000055.npy,"(39, 119)",Saved,Feature file saved successfully
PAIR_000056,IQ_000056.wav,IQ_000056.txt,,,,,,,يعني علاقة صدق يعني عنده هوية,يعني علاقة صدق يعني عنده هوية,True,False,False,1.0,,Arabic,Iraq,,True,2.049,16000,1,PCM_16,0.027178,0.2146,0.073939,OK,True,True,True,False,False,30,6,1,Valid,,True,True,True,Processed,16000,2.049,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000056.npy,"(39, 65)",Saved,Feature file saved successfully
PAIR_000057,IQ_000057.wav,IQ_000057.txt,,,,,,,فرص وموارد وطراث,فرص وموارد وطراث,True,False,False,1.0,,Arabic,Iraq,,True,2.257,16000,1,PCM_16,0.026662,0.195679,0.095038,OK,True,True,True,False,False,17,3,1,Valid,,True,True,True,Processed,16000,2.257,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000057.npy,"(39, 71)",Saved,Feature file saved successfully
PAIR_000058,IQ_000058.wav,IQ_000058.txt,,,,,,,وكل منطقة ومناطق البعيدة خارج بغداد يعني كلهن,وكل منطقة ومناطق البعيدة خارج بغداد يعني كلهن,True,False,False,1.0,,Arabic,Iraq,,True,3.155,16000,1,PCM_16,0.031293,0.235199,0.082508,OK,True,True,True,False,False,46,8,1,Valid,,True,True,True,Processed,16000,3.155,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000058.npy,"(39, 99)",Saved,Feature file saved successfully
PAIR_000059,IQ_000059.wav,IQ_000059.txt,,,,,,,بها اثار و بها يعني تراث و حضارة و كذا,بها اثار و بها يعني تراث و حضارة و كذا,True,False,False,1.0,,Arabic,Iraq,,True,3.01,16000,1,PCM_16,0.029937,0.210999,0.0799,OK,True,True,True,False,False,39,10,1,Valid,,True,True,True,Processed,16000,3.01,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000059.npy,"(39, 95)",Saved,Feature file saved successfully
PAIR_000060,IQ_000060.wav,IQ_000060.txt,,,,,,,نعم، نحن كنا.,نعم، نحن كنا...,True,False,False,1.0,,Arabic,Iraq,,True,2.038,16000,1,PCM_16,0.032447,0.216248,0.069737,OK,True,True,True,False,False,17,4,1,Valid,,True,True,True,Processed,16000,2.006,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000060.npy,"(39, 63)",Saved,Feature file saved successfully
PAIR_000061,IQ_000061.wav,IQ_000061.txt,,,,,,,واجبوعة شباب عندهم,واجبوعة شباب عندهم,True,False,False,1.0,,Arabic,Iraq,,True,1.912,16000,1,PCM_16,0.03043,0.199493,0.040926,OK,True,True,True,False,False,19,3,1,Valid,,True,True,True,Processed,16000,1.912,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000061.npy,"(39, 60)",Saved,Feature file saved successfully
PAIR_000062,IQ_000062.wav,IQ_000062.txt,,,,,,,تجارب يودون مناطق سياحية,تجارب يودون مناطق سياحية,True,False,False,1.0,,Arabic,Iraq,,True,2.55,16000,1,PCM_16,0.035906,0.280304,0.086569,OK,True,True,True,False,False,25,4,1,Valid,,True,True,True,Processed,16000,2.518,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000062.npy,"(39, 79)",Saved,Feature file saved successfully
PAIR_000063,IQ_000063.wav,IQ_000063.txt,,,,,,,كان فيها فترة فترة هم حقيقة ودون للاهوار,كان فيها فترة فترة هم حقيقة ودون للاهوار,True,False,False,1.0,,Arabic,Iraq,,True,4.023,16000,1,PCM_16,0.026598,0.285309,0.077274,OK,True,True,True,False,False,41,8,1,Valid,,True,True,True,Processed,16000,3.991,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000063.npy,"(39, 125)",Saved,Feature file saved successfully
PAIR_000064,IQ_000064.wav,IQ_000064.txt,,,,,,,رايع جدا جولة حتي التصوير,رايع جدا جولة حتي التصوير,True,False,False,1.0,,Arabic,Iraq,,True,5.387,16000,1,PCM_16,0.033465,0.420288,0.058602,OK,True,True,True,False,False,27,5,1,Valid,,True,True,True,Processed,16000,5.355,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000064.npy,"(39, 168)",Saved,Feature file saved successfully
PAIR_000065,IQ_000065.wav,IQ_000065.txt,,,,,,,نعم، نحن كنا في 100 واحد,نعم، نحن كنا في 100 واحد,True,False,False,1.0,,Arabic,Iraq,,True,1.94,16000,1,PCM_16,0.027931,0.193542,0.080573,OK,True,True,True,False,False,25,6,1,Valid,,True,True,True,Processed,16000,1.94,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000065.npy,"(39, 61)",Saved,Feature file saved successfully
PAIR_000066,IQ_000066.wav,IQ_000066.txt,,,,,,,يريدون ان يكون هناك مال و يبدا البنوك بموال,يريدون ان يكون هناك مال و يبدا البنوك بموال,True,False,False,1.0,,Arabic,Iraq,,True,5.08,16000,1,PCM_16,0.04158,0.252991,0.045448,OK,True,True,True,False,False,44,9,1,Valid,,True,True,True,Processed,16000,5.08,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000066.npy,"(39, 159)",Saved,Feature file saved successfully
PAIR_000067,IQ_000067.wav,IQ_000067.txt,,,,,,,لكن هناك محاولات يمكنكم فعلها,لكن هناك محاولات يمكنكم فعلها,True,False,False,1.0,,Arabic,Iraq,,True,2.81,16000,1,PCM_16,0.036874,0.385529,0.058007,OK,True,True,True,False,False,30,5,1,Valid,,True,True,True,Processed,16000,2.81,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000067.npy,"(39, 88)",Saved,Feature file saved successfully
PAIR_000068,IQ_000068.wav,IQ_000068.txt,,,,,,,و خيام في الشمال لتقوم بعمل جولات,و خيام في الشمال لتقوم بعمل جولات,True,False,False,1.0,,Arabic,Iraq,,True,2.422,16000,1,PCM_16,0.042079,0.347748,0.034656,OK,True,True,True,False,False,34,7,1,Valid,,True,True,True,Processed,16000,2.422,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000068.npy,"(39, 76)",Saved,Feature file saved successfully
PAIR_000069,IQ_000069.wav,IQ_000069.txt,,,,,,,بالجبال والصحراء,بالجبال والصحراء,True,False,False,1.0,,Arabic,Iraq,,True,2.544,16000,1,PCM_16,0.042601,0.308594,0.050683,OK,True,True,True,False,False,17,2,1,Valid,,True,True,True,Processed,16000,2.544,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000069.npy,"(39, 80)",Saved,Feature file saved successfully
PAIR_000070,IQ_000070.wav,IQ_000070.txt,,,,,,,هذا يجب ان يجيبنا علي موضوع كل شيء مهم الذي هو الاستثمار بالعراق,هذا يجب ان يجيبنا علي موضوع كل شيء مهم الذي هو الاستثمار بالعراق,True,False,False,1.0,,Arabic,Iraq,,True,3.923,16000,1,PCM_16,0.026479,0.159271,0.060524,OK,True,True,True,False,False,65,13,1,Valid,,True,True,True,Processed,16000,3.923,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000070.npy,"(39, 123)",Saved,Feature file saved successfully
PAIR_000071,IQ_000071.wav,IQ_000071.txt,,,,,,,وبالنظر 어,وبالنظر 어,True,False,False,1.0,,Arabic,Iraq,,True,1.929,16000,1,PCM_16,0.022722,0.128113,0.118034,OK,True,True,True,False,False,10,2,1,Valid,,True,True,True,Processed,16000,1.929,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000071.npy,"(39, 61)",Saved,Feature file saved successfully
PAIR_000072,IQ_000072.wav,IQ_000072.txt,,,,,,,بحكم تجربتي السابقة,بحكم تجربتي السابقة,True,False,False,1.0,,Arabic,Iraq,,True,2.219,16000,1,PCM_16,0.022082,0.14209,0.104805,OK,True,True,True,False,False,20,3,1,Valid,,True,True,True,Processed,16000,2.219,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000072.npy,"(39, 70)",Saved,Feature file saved successfully
PAIR_000073,IQ_000073.wav,IQ_000073.txt,,,,,,,بس اني خننقول اني ما امثل.. خننقول standard,بس اني خننقول اني ما امثل.. خننقول standard,True,False,False,1.0,,Arabic,Iraq,,True,3.431,16000,1,PCM_16,0.025441,0.181183,0.084469,OK,True,True,True,False,False,44,8,1,Valid,,True,True,True,Processed,16000,3.431,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000073.npy,"(39, 108)",Saved,Feature file saved successfully
PAIR_000074,IQ_000074.wav,IQ_000074.txt,,,,,,,الباقراماتي مجتمع مختلف دولة مختلفة,الباقراماتي مجتمع مختلف دولة مختلفة,True,False,False,1.0,,Arabic,Iraq,,True,3.72,16000,1,PCM_16,0.027275,0.211121,0.087114,OK,True,True,True,False,False,36,5,1,Valid,,True,True,True,Processed,16000,3.72,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000074.npy,"(39, 117)",Saved,Feature file saved successfully
PAIR_000075,IQ_000075.wav,IQ_000075.txt,,,,,,,وطريقة,وطريقة,True,False,False,1.0,,Arabic,Iraq,,True,2.004,16000,1,PCM_16,0.023953,0.161102,0.10111,OK,True,True,True,False,False,7,1,1,Valid,,True,True,True,Processed,16000,2.004,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000075.npy,"(39, 63)",Saved,Feature file saved successfully
PAIR_000076,IQ_000076.wav,IQ_000076.txt,,,,,,,كيف يمكننا ان نحصل علي مال مختلف عن العراق,كيف يمكننا ان نحصل علي مال مختلف عن العراق,True,False,False,1.0,,Arabic,Iraq,,True,2.826,16000,1,PCM_16,0.024033,0.173492,0.082338,OK,True,True,True,False,False,43,9,1,Valid,,True,True,True,Processed,16000,2.826,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000076.npy,"(39, 89)",Saved,Feature file saved successfully
PAIR_000077,IQ_000077.wav,IQ_000077.txt,,,,,,,بس انت موجود هنا بالعراق,بس انت موجود هنا بالعراق,True,False,False,1.0,,Arabic,Iraq,,True,1.815,16000,1,PCM_16,0.029777,0.182861,0.059022,OK,True,True,True,False,False,25,5,1,Valid,,True,True,True,Processed,16000,1.815,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000077.npy,"(39, 57)",Saved,Feature file saved successfully
PAIR_000078,IQ_000078.wav,IQ_000078.txt,,,,,,,ورجل اعمال ناجح بالعراق,ورجل اعمال ناجح بالعراق,True,False,False,1.0,,Arabic,Iraq,,True,2.189,16000,1,PCM_16,0.023599,0.17572,0.08557,OK,True,True,True,False,False,24,4,1,Valid,,True,True,True,Processed,16000,2.189,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000078.npy,"(39, 69)",Saved,Feature file saved successfully
PAIR_000079,IQ_000079.wav,IQ_000079.txt,,,,,,,وتملك اكبر شركة فينتك بالعراق,وتملك اكبر شركة فينتك بالعراق,True,False,False,1.0,,Arabic,Iraq,,True,2.69,16000,1,PCM_16,0.022903,0.188477,0.099164,OK,True,True,True,False,False,30,5,1,Valid,,True,True,True,Processed,16000,2.69,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000079.npy,"(39, 85)",Saved,Feature file saved successfully
PAIR_000080,IQ_000080.wav,IQ_000080.txt,,,,,,,لكي تكون عمرك 16 سنة,لكي تكون عمرك 16 سنة,True,False,False,1.0,,Arabic,Iraq,,True,2.209,16000,1,PCM_16,0.026388,0.231781,0.089124,OK,True,True,True,False,False,21,5,1,Valid,,True,True,True,Processed,16000,2.209,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000080.npy,"(39, 70)",Saved,Feature file saved successfully
